n1	t	n2
saveur I.1	Métaphore	saveur II
saveur I.1	Métonymie	saveurs I.2
incarnation I	Métaphore	Incarnation II
interpréter I	Extension	interpréter II
interpréter I	Métaphore	interpréter III.a
interpréter III.a	Extension	interpréter III.b
interprétation I	Métaphore	interprétation III.a
interprétation III.a	Extension	interprétation III.b
interprète N, masc I	Métaphore	interprète N, masc II
interprète N, fém I	Métaphore	interprète N, fém II
jeu IV.a	Extension	jeu IV.b
éponger I	Métaphore	éponger II.1
éponger II.1	Extension	éponger II.2
manière I	Métonymie	manières II
goûter V III.1	Extension	goûter V III.2
jouir I.1a	Extension	jouir I.1b
quatre-heures I	Métonymie	quatre-heures II
goûter V I	Métaphore	goûter V III.1
bar 2 1	Métonymie	bar 2 2
fer 1	Métonymie	fer 2
régner I	Métaphore	régner II.1
régner I	Métaphore	régner II.2
règne I	Métaphore	règne II.2
règne I	Métaphore	règne II.1
nerveux I.1	Métaphore	nerveux II
dépression I.a	Métaphore	dépression II.2
dépression I.a	Métaphore	dépression IV
dépression I.a	Métaphore	dépression III
baromètre I	Métaphore	baromètre II
dépression I.a	Métaphore	dépression II.1
dépression I.a	Spécialisation	dépression I.b
de terrain I	Métaphore	de terrain II
accueillir I.1	Métaphore	accueillir III
accueillir I.1	Métaphore	accueillir II.1
baguette I.1	Spécialisation	baguette I.2b
baguette I.1	Spécialisation	baguettes I.2a
saisir I	Métaphore	saisir III
éveiller I	Métaphore	éveiller II
manque I.1	Extension	manque III
prendre I.1	Métaphore	prendre VIII
étreindre I.1	Extension	étreindre I.2
étreinte I.1a	Extension	étreinte I.1b
étreinte I.1a	Métaphore	étreinte II
étreinte I.1a	Métaphore	étreinte I.2
submerger III.a	Causation	submerger III.b
traiter I.2	Métaphore	traiter II
s’emparer I.1	Extension	s’emparer I.2a
s’emparer I.1	Métaphore	s’emparer II.1
s’emparer II.1	Extension	s’emparer II.2
s’emparer I.2a	Extension	s’emparer I.2b
lymphatique I	Métaphore	lymphatique II.a
lymphatique II.a	Métonymie	lymphatique II.b
flegmatique a	Métonymie	flegmatique b
blues IIa	Métonymie	blues IIb
blues I	Métonymie	blues IIa
piège I	Métaphore	piège II
nostalgie I	Métonymie	nostalgie II
aliter 1	Intersection	aliter 2
nostalgique Adj I	Métonymie	nostalgique Adj II
musical 1	Métonymie	musical 2
galopant II.1	Extension	galopant II.2
galopant I	Métaphore	galopant II.1
malheureux Adj I.1	Métaphore	malheureux Adj II
joyeux I.1a	Métonymie	joyeux I.1b
joyeux I.1a	Antiphrase	joyeux III
joyeux I.1b	Métaphore	joyeux I.2
méchant Adj II	Métaphore	méchant Adj III
bouffée I.1	Métaphore	bouffée II
horreur I	Métaphore	horreur II
temps I.1	Extension	temps III.2
cultiver I	Métaphore	cultiver II
s’ennuyer 1	Extension	s’ennuyer 2
sans-emploi a	Spécialisation	sans-emploi b
sans domicile fixe 1	Métonymie	sans domicile fixe 2a
teinté I	Métaphore	teinté II
sans I.1	Extension	sans I.2
sans I.1	Extension	sans I.3a
sans I.3a	Spécialisation	sans I.3b
supérieur Adj I.1	Métaphore	supérieur Adj II.1
inférieur I.1	Métaphore	inférieur II.1
inférieur II.1	Extension	inférieur II.2
couvert Adj I.1	Métaphore	couvert Adj III
voyant Adj I	Métaphore	voyant Adj II
voyant Adj I	Codérivation	voyant Adj III
glisser III.1	Métaphore	glisser III.2
avec I.1	Extension	avec I.2
avec I.1	Extension	avec I.3a
avec I.3a	Spécialisation	avec I.3b
avec I.3a	Extension	avec I.4
négatif I.1	Métaphore	négatif II
cracher I.4	Métaphore	cracher III.2
cracher I.1b	Métaphore	cracher II
auparavant 1	Métonymie	auparavant 2
pagaille I	Métaphore	pagaille II
après Prép I.1	Métonymie	après Prép I.2
après Prép I.1	Métaphore	après Prép II
après Prép II	Extension	après Prép III
après Prép I.1	Grammaticalisation	après Prép IV
relever 1 I.1	Extension	relever 1 I.2
bazar II.1	Métonymie	bazar II.2
bazar II.2	Métaphore	bazar II.3
cracher I.1a	Métaphore	cracher V
bordel I	Métaphore	bordel II.1
bazar I	Métaphore	bazar II.1
dresser I	Métaphore	dresser II
dresser I	Métaphore	dresser III.1
dresser III.1	Métaphore	dresser III.2
dresser I	Métaphore	dresser IV
cadre 1 I.1	Extension	cadre 1 I.2
cadre 1 I.1	Métaphore	cadre 1 II
lâcher I.1	Métaphore	lâcher I.2
lâcher I.1	Métonymie	lâcher II.1
lâcher II.1	Métaphore	lâcher II.2
lâcher I.1	Métaphore	lâcher III
lâcher la bride I	Métaphore	lâcher la bride II
libérer I.1	Métaphore	libérer I.2
à bride abattue 1	Métaphore	à bride abattue 2
cracher I.1a	Spécialisation	cracher I.1b
blême 1	Extension	blême 2
cadre 1 I.1	Métaphore	cadre 1 III
variété I	Métonymie	variété II
différent 1	Métonymie	différent 2
encadrer VI.2a	Résultat	encadrer VI.2b
abattre I	Métaphore	abattre III
abattu II.1	Extension	abattu II.2
abattu II.1	Métaphore	abattu III
abattu I.1	Métaphore	abattu I.2
abattre I	Métaphore	abattre II.1
abattre II.1	Extension	abattre II.2
abattu I.1	Métaphore	abattu II.1
dessiner I.2	Métaphore	dessiner II
cadre 1 IV.1	Extension	cadre 1 IV.2
encadrer I.1a	Métaphore	encadrer VI.2a
promenade I.a	Extension	promenade I.b
promenade I.a	Métonymie	promenade II
nom 1a	Spécialisation	nom 1b
porter I.1	Métaphore	porter V
remédier I.a	Métaphore	remédier II.a
remédier I.a	Résultat	remédier I.b
remédier II.a	Résultat	remédier II.b
sous II.1	Métaphore	sous II.2
renvoyer I	Métaphore	renvoyer II
renvoyer I	Métaphore	renvoyer IV
rendre I	Métaphore	rendre II.1
rendre II.1	Extension	rendre II.2
rendre I	Métaphore	rendre III
rendre I	Métaphore	rendre IV
bouquet I.2	Métaphore	bouquet III.1
bouquet III.1	Antiphrase	bouquet III.2
incontournable Adj I	Métaphore	incontournable Adj II.1
incontournable Adj II.1	Extension	incontournable Adj II.2
incontournable N 1	Extension	incontournable N 2
derrière Prép I.1	Métaphore	derrière Prép II
sous I.1	Métaphore	sous III
derrière Prép I.1	Extension	derrière Prép I.2
cadre 1 I.1	Métaphore	cadre 1 IV.1
négatif I.1	Métaphore	négatif III
déguster I	Antiphrase	déguster III
déguster I	Métaphore	déguster II
variété I	Métaphore	variété III
moderne Adj I.2a	Spécialisation	moderne Adj I.2b
moderne Adj I.1	Métaphore	moderne Adj II
académique I.1	Extension	académique I.2
académique I.2	Métonymie	académique II.2
académique I.1	Métaphore	académique II.1
académique I.1	Métaphore	académique III
stérile I	Métaphore	stérile II
stérile II	Métaphore	stérile III
fécond I	Métaphore	fécond II
stérilité I	Métaphore	stérilité II
moderne N I	Codérivation	moderne N II
moderne Adj I.1	Métonymie	moderne Adj I.2a
étroit I.1	Extension	étroit I.2
étroitement I.1	Codérivation	étroitement I.2
caca N I	Métonymie	caca N II
faire I	Grammaticalisation	faire II.1
faire II.1	Extension	faire II.2
roue 1	Intersection	roue 2
personnel Adj 1	Extension	personnel Adj 2
métal a	Métonymie	métal b
lumineux II.1	Métaphore	lumineux II.2
lumineux I	Codérivation	lumineux II.1
lumineux II.1	Métaphore	lumineux II.3
bête Adj I	Métaphore	bête Adj II.1
intelligent I	Métaphore	intelligent II
matinal I	Métonymie	matinal II
façon I	Métonymie	façon II
à l’amiable 1	Extension	à l’amiable 2
divorce I	Métaphore	divorce II
honteux I	Métonymie	honteux II.1
honteux II.1	Métaphore	honteux II.2
intime Adj II.1	Métonymie	intime Adj II.2
intime Adj II.2	Métaphore	intime Adj III.2
toxique Adj I	Métaphore	toxique Adj II
mot I.1	Métonymie	mot I.2
ermite N, fém I	Métaphore	ermite N, fém II
baptiser I	Métaphore	baptiser II
nommer I.a	Spécialisation	nommer I.b
nommer I.a	Métaphore	nommer II
endroit 1 1	Métaphore	endroit 1 2
coin I.1	Métaphore	coin III.1
coin I.1	Métaphore	coin III.2
avalanche I.1	Métaphore	avalanche IV
montagne I.1	Métonymie	montagne I.2
montagne I.1	Métaphore	montagne II
absent Adj I	Métaphore	absent Adj II
manquer I.1	Métaphore	manquer III.1a
manquer I.1	Conversion	manquer I.2
manquer III.1a	Conversion	manquer III.2
manquer III.1a	Extension	manquer III.1b
manquer II	Causation	manquer IV
manquer I.2	Métaphore	manquer V.1
manquer I.2	Métaphore	manquer V.2
manquer I.2	Métaphore	manquer VI.
école I.1a	Métonymie	école I.1b
école I.1a	Métonymie	école I.2
école I.1a	Métaphore	école IV
manquer I.1	Extension	manquer I.3
manquer I.1	Métaphore	manquer VII
manque I.1	Extension	manque I.2
manque I.1	Métaphore	manque II
renard I	Métaphore	renard III
manquer I.1	Métaphore	manquer II
cristal II.1	Métonymie	cristaux II.2
cristal I.1	Métonymie	cristal I.2a
cristal I.2a	Extension	cristal I.3
temps I.3	Métaphore	temps II
vendre I.1	Métonymie	vendre I.2
vendre I.2	Métaphore	vendre II
pluie II.1a	Extension	pluie II.1b
usine à gaz I	Métaphore	usine à gaz II
possession I.1	Métonymie	possession II
cruellement I	Métaphore	cruellement II
réagir I.1a	Extension	réagir I.1b
réagir I.1a	Extension	réagir I.1d
réagir I.1a	Extension	réagir I.2
réagir I.1a	Métaphore	réagir II.2a
réagir II.2a	Extension	réagir II.2b
réagir II.2a	Métaphore	réagir II.3
battre 1 I.3a	Conversion	battre 1 I.3b
fouet 1	Métaphore	fouet 2
battre 1 I.2a	Spécialisation	battre 1 I.2c
battre 1 I.1a	Extension	battre 1 I.2a
battre 1 I.2a	Métonymie	battre 1 II
battre 1 I.2a	Spécialisation	battre 1 I.2b
réaction I.1a	Extension	réaction I.1b
réaction I.1a	Extension	réaction I.1d
réaction I.1a	Extension	réaction I.2
réaction I.1a	Métaphore	réaction II.1
réaction I.1a	Métaphore	réaction II.2a
réaction II.2a	Extension	réaction II.2b
réaction II.2a	Métaphore	réaction II.3
réaction II.2b	Métaphore	réaction II.4
batterie I	Extension	batterie III
réacteur I.1	Codérivation	réacteur II
battre 1 I.1a	Spécialisation	battre 1 I.1b
réacteur I.1	Codérivation	réacteur I.2
battre 1 I.2c	Extension	battre 1 I.2d
battre 1 I.1a	Métaphore	battre 1 IV.1
réaction I.1a	Extension	réaction I.1c
réagir I.1a	Extension	réagir I.1c
réactif N 1	Spécialisation	réactif N 2
flûte N I.a	Métonymie	flûte N I.b
batterie I	Extension	batterie II
batterie I	Extension	batterie IV.a
batterie IV.a	Métonymie	batterie IV.b
régime 1 II.1	Extension	régime 1 II.2
dru I	Métaphore	dru II.a
dru II.a	Extension	dru II.b
tombée II.a	Codérivation	tombée II.b
bien Adv 1	Extension	bien Adv 2b
bien Adv 1	Extension	bien Adv 4
moléculaire I.1a	Extension	moléculaire I.1b
moléculaire I.1a	Métonymie	moléculaire I.2
moléculaire I.1a	Métaphore	moléculaire II.a
moléculaire I.1a	Métaphore	moléculaire II.b
doigt I.1a	Spécialisation	doigt I.1b
bonjour a	Extension	bonjour b
milieu I.1a	Extension	milieu I.1b
direction I.1	Extension	direction I.2
respecter II.2a	Métonymie	respecter II.2b
respecter I	Métaphore	respecter II.1
produire 1	Extension	produire 2
autoportrait I	Métaphore	autoportrait II
doux II	Métaphore	doux III.1
doux III.1	Métaphore	doux IV
doux I	Métaphore	doux II
douceur I	Métaphore	douceur II
doux III.1	Métonymie	doux III.2
douceur I	Métaphore	douceur III
cerf-volant 1 1	Métonymie	cerf-volant 1 2
rabat-joie N, masc I	Métonymie	rabat-joie N, masc II
braguette I	Métonymie	braguette II
escale I.a	Métonymie	escale II
escale I.a	Intersection	escale I.b
escale I.a	Métaphore	escale III
machiniste N, fém 1	Métonymie	machiniste N, fém 2
machiniste N, masc 1	Métonymie	machiniste N, masc 2
mécanicien N I.1	Causation	mécanicien N II.1
mécanicien N I.1	Métonymie	mécanicien N I.2
mécanicienne I.1	Métonymie	mécanicienne I.2
mécanicienne I.1	Causation	mécanicienne II
mécanicien N II.1	Causation	mécanicien N II.2
mécanicien N I.1	Métaphore	mécanicien N III
mécano N, masc 1	Métonymie	mécano N, masc 2
mécano N, fém 1	Métonymie	mécano N, fém 2
mobiler N I	Métonymie	mobiler N II
ameublement I	Métonymie	ameublement II
tapis vert I	Intersection	tapis vert II
organisme I	Métonymie	organisme II
organisme I	Métaphore	organisme III
abricot I	Métaphore	abricot III
interagir I.1a	Extension	interagir I.1b
interaction I.1a	Extension	interaction I.1b
parole II.1	Métonymie	paroles II.2
paroles II.2	Métonymie	paroles II.3
clapier I	Métaphore	clapier II
rapport 1 II.a	Spécialisation	rapport 1 II.b
lien I	Métaphore	lien II.1
lien I	Métaphore	lien II.2
caresser I	Métaphore	caresser III
tortue I	Métaphore	tortue II
proportion 1	Extension	proportion 2
pompe 1 I.1a	Extension	pompe 1 I.2
pompe 1 I.1a	Spécialisation	pompe 1 I.1c
pompe 1 I.1a	Extension	pompe 1 I.3
pompe 1 I.1a	Métaphore	pompe 1 II
consommation I.1	Extension	consommation I.2
consommer II.1	Extension	consommer II.2
briser I.1	Extension	briser I.2
bris 1	Extension	bris 2
pouvoir V I.1a	Extension	pouvoir V I.1b
propriété I.1	Métaphore	propriété III
réactif Adj I.1a	Extension	réactif Adj I.1b
réactif Adj I.1a	Extension	réactif Adj I.1c
réactif Adj I.1a	Extension	réactif Adj I.1d
réactif Adj I.1a	Extension	réactif Adj I.2
réactif Adj I.1a	Métaphore	réactif Adj II.1
réactif Adj I.1a	Métaphore	réactif Adj II.2
réactivité I.1a	Extension	réactivité I.1b
réactivité I.1a	Extension	réactivité I.1c
réactivité I.1a	Extension	réactivité I.1d
réactivité I.1a	Extension	réactivité I.2
réactivité I.1a	Métaphore	réactivité II.1
réactivité I.1a	Métaphore	réactivité II.2
inerte 1	Extension	inerte 2
se transformer 1	Spécialisation	se transformer 2
transformation II.1	Spécialisation	transformation II.2
limitant 1	Extension	limitant 2
en excès 1	Extension	en excès 2
travailler I.1	Métaphore	travailler II.a
grimper I.1	Extension	grimper I.2
grimper I.1	Métaphore	grimper IV
grimper I.1	Extension	grimper I.3
grimper I.1	Métaphore	grimper II.2
grimper I.2	Métaphore	grimper III
mou I.1	Métaphore	mou III.1
volontaire Adj 1	Métonymie	volontaire Adj 2
mou I.1	Métaphore	mou II
mollesse I	Métaphore	mollesse II
mollesse I	Métaphore	mollesse III.1
mollesse III.1	Métonymie	mollesse III.2
mou III.1	Métonymie	mou III.2
dur Adj I	Métaphore	dur Adj III.2
résistant I	Métaphore	résistant II
dur Adj I	Métaphore	dur Adj IV
escalade 1	Extension	escalade 2a
escalader 1	Extension	escalader 2
escalade 2a	Métonymie	escalade 2b
alpiniste a	Spécialisation	alpiniste b
escalader 2	Extension	escalader 3
escalade 2a	Extension	escalade 3
sensibilité IV.1	Extension	sensibilité IV.2
sensible I.1	Métaphore	sensible II.2
sensibilité I	Métaphore	sensibilité II.1
sensibilité I	Métaphore	sensibilité II.2
sensibilité IV.1	Extension	sensibilité IV.3
composé Adj I	Codérivation	composé Adj II
mesurer 1 I.1	Métaphore	mesurer 1 III
matière I.1a	Métaphore	matière II.1
mesurer 1 I.2a	Métonymie	mesurer 1 I.2b
mètre I	Métonymie	mètre II
mesurer 1 I.1	Spécialisation	mesurer 1 I.2a
mètre I	Métonymie	mètre III
voile N, masc I.1	Métaphore	voile N, masc III
border 1 I.a	Causation	border 1 I.b
border 1 I.b	Intersection	border 1 II.a
border 1 II.a	Extension	border 1 II.b
élever III.a	Extension	élever III.b
éduquer a	Extension	éduquer b
éducation a	Extension	éducation b
à l’eau I.1	Extension	à l’eau I.2
à l’eau I.1	Métaphore	à l’eau II
bitume I	Métaphore	bitume II
brosser 2 II.1	Métaphore	brosser 2 II.2
brosser 1 I	Métaphore	brosser 1 II
brossé I	Métaphore	brossé II
apprendre I.1a	Extension	apprendre I.2a
apprendre I.1b	Métaphore	apprendre II.1
apprendre II.1	Extension	apprendre II.2
que Pro 1	Intersection	que Pro 2
travail 1 I.1a	Métonymie	travail 1 I.1d
apprendre I.1a	Extension	apprendre I.3a
apprendre I.3a	Causation	apprendre I.3b
creusé a	Conversion	creusé b
creuser I.1	Métaphore	creuser II
creuser I.1	Métaphore	creuser II
gosse N, fém 1	Extension	gosse N, fém 2
gamine I.1	Extension	gamine I.2
gamin N I.1	Extension	gamin N I.2
gamin N I.1	Métaphore	gamin N II
gamine I.1	Métaphore	gamine II
marmot 1	Extension	marmot 2
petit N 1	Extension	petit N 2a
petite 1	Extension	petite 2
chimie I.1	Métonymie	chimie I.2
livide 1	Extension	livide 2
mesurer 1 I.1	Métaphore	mesurer 1 II
mesure 1 III.1	Métonymie	mesure 1 I.2b
mesure 1 I.1a	Spécialisation	mesure 1 I.2a
mesure 1 I.2a	Métaphore	mesure 1 IV
mesure 1 I.1a	Métonymie	mesure 1 III.1
atome I.1	Métaphore	atome III
mesure 4 1	Métonymie	mesure 4 2
atomique 1	Extension	atomique 2
éplucher I	Métaphore	éplucher II
épluchage I	Métaphore	épluchage II
quarantaine III.1	Métonymie	quarantaine III.2
quarantaine III.1	Métaphore	quarantaine III.3
honneur I	Métaphore	honneur II.1a
honorer II.1a	Extension	honorer II.2
honorer I	Métaphore	honorer II.1a
honorer II.1a	Métaphore	honorer III
honneur II.1a	Extension	honneur II.1b
honorer II.1a	Extension	honorer II.1b
honneur II.1a	Métaphore	honneur II.2
formel 1 I	Codérivation	formel 1 II
formellement 1 I	Codérivation	formellement 1 II
formel 2 I	Métaphore	formel 2 II
formellement 2 I	Codérivation	formellement 2 II
sur l’honneur 1	Métonymie	sur l’honneur 2
parole d’honneur 1	Métonymie	parole d’honneur 2
étiquette I	Métaphore	étiquette II
doux III.1	Métaphore	doux V
botte 3 I	Métaphore	botte 3 II
poudre I.1	Spécialisation	poudre I.2
barrière I	Métaphore	barrière II
expert 1	Extension	expert 2
comité I	Métaphore	comité II
spécialiste N, masc I.1	Extension	spécialiste N, masc I.2
spécialiste N, masc I.1	Métaphore	spécialiste N, masc II
recherche I	Métaphore	recherche II
découvrir II.1	Extension	découvrir II.3
souk I	Métaphore	souk II
plier I	Métaphore	plier II
Vénus I	Métonymie	Vénus II
Vénus I	Métonymie	Vénus III
appareiller I.1	Intersection	appareiller I.2
appareiller I.1	Métonymie	appareiller II
saouler I.a	Conversion	saouler I.b
saouler I.b	Métaphore	saouler II
caca N I	Métaphore	caca N III
merde I	Métaphore	merde III
pétrin I	Métaphore	pétrin II
accrocher II.1	Métonymie	accrocher II.2
vote I	Résultat	vote III
adoption I	Métaphore	adoption II
abbaye I	Métonymie	abbaye II
monastère I	Métonymie	monastère II
chanter I.1a	Extension	chanter III.1
chanter III.1	Métonymie	chanter III.2
multiplier I.a	Métaphore	multiplier III
quarantaine I	Métonymie	quarantaine II
quarantaine I	Métonymie	quarantaine III.1
scintiller I.1	Métaphore	scintiller II
chanter I.1a	Métaphore	chanter IV
combler I	Métaphore	combler II.1
comme il faut I.1	Antiphrase	comme il faut II
conclusion I	Métaphore	conclusion II
conclusion I	Métaphore	conclusion III
corde I	Métaphore	cordes IV
en beauté 1 I	Antiphrase	en beauté 1 II
matière I.1a	Extension	matière I.1b
servir II.1	Extension	servir II.2
fleuri I.a	Métonymie	fleuri I.b
fleuri I.b	Métaphore	fleuri II.1
fleuri II.1	Antiphrase	fleuri II.2
rouille N I	Métaphore	rouille N II
difficulté I.1	Métaphore	difficulté I.2
écarter III.2a	Extension	écarter III.2b
écarter I.1	Métaphore	écarter III.1
écarter II.1	Métaphore	écarter II.2
écarter I.1	Extension	écarter I.3
écarter I.3	Extension	écarter I.4
s’écarter I.1a	Extension	s’écarter I.1b
